10000 20000
2142 27 42
2143 61 55
2144 87 82
2145 93 94
2146 12 85
2147 44 58
2148 56 36
2149 98 66
2150 67 57
2151 56 33
2152 66 24
2153 30 60
2154 80 81
2155 86 74
2156 87 76
2157 29 9
2158 25 71
2159 5 42
2160 34 92
2161 62 97
2162 6 8
2163 95 9
2164 92 14
2165 85 90
2166 93 66
2167 21 2
2168 29 60
2169 76 58
2170 38 31
2171 83 23
2172 54 81
2173 14 75
2174 19 73
2175 8 48
2176 43 60
2177 93 72
2178 11 40
2179 97 62
2180 41 74
2181 62 89
2182 19 44
2183 19 20
2184 61 78
2185 72 10
2186 67 91
2187 32 92
2188 74 1
2189 18 77
2190 92 39
2191 84 43
2192 6 73
2193 57 20
2194 98 33
2195 55 19
2196 48 70
2197 13 73
2198 78 4
2199 29 35
2200 4 36
2201 49 72
2202 19 33
2203 47 82
2204 77 6
2205 67 95
2206 1 70
2207 52 50
2208 57 73
2209 88 49
2210 60 87
2211 35 90
2212 53 31
2213 90 47
2214 36 50
2215 5 19
2216 52 52
2217 5 12
2218 6 5
2219 48 77
2220 49 1
2221 17 38
2222 37 75
2223 18 74
2224 75 38
2225 27 5
2226 58 15
2227 15 6
2228 66 30
2229 10 76
2230 87 67
2231 31 42
2232 12 21
2233 84 34
2234 68 36
2235 87 6
2236 67 65
2237 22 29
2238 67 53
2239 91 65
2240 27 89
2241 8 40
2242 41 48
2243 88 86
2244 18 33
2245 1 83
2246 58 32
2247 62 21
2248 13 83
2249 50 34
2250 42 58
2251 35 83
2252 86 84
2253 75 8
2254 10 41
2255 26 66
2256 100 79
2257 30 54
2258 25 48
2259 81 52
2260 63 26
2261 14 75
2262 34 21
2263 70 95
2264 32 48
2265 74 21
2266 39 36
2267 91 21
2268 71 81
2269 39 96
2270 80 80
2271 12 60
2272 59 62
2273 97 10
2274 96 30
2275 22 64
2276 63 96
2277 16 74
2278 44 44
2279 39 91
2280 45 60
2281 55 60
2282 61 82
2283 76 47
2284 15 9
2285 91 83
2286 8 42
2287 25 21
2288 44 20
2289 52 41
2290 80 4
2291 43 22
2292 20 65
2293 68 1
2294 19 72
2295 4 48
2296 6 65
2297 55 51
2298 45 82
2299 35 16
2300 59 58
2301 29 88
2302 28 80
2303 45 9
2304 49 98
2305 28 25
2306 12 14
2307 35 90
2308 89 92
2309 24 32
2310 70 3
2311 34 1
2312 99 41
2313 3 66
2314 56 83
2315 28 4
2316 26 70
2317 84 12
2318 35 69
2319 11 42
2320 77 76
2321 83 48
2322 87 47
2323 32 89
2324 5 92
2325 13 72
2326 43 48
2327 1 25
2328 35 78
2329 30 69
2330 3 55
2331 41 46
2332 10 100
2333 11 4
2334 94 20
2335 35 29
2336 39 75
2337 3 2
2338 78 27
2339 33 22
2340 68 83
2341 53 70
2342 85 53
2343 45 25
2344 4 22
2345 83 25
2346 36 31
2347 100 46
2348 54 61
2349 37 2
2350 78 16
2351 4 17
2352 20 95
2353 19 94
2354 77 68
2355 30 58
2356 7 80
2357 49 63
2358 37 72
2359 2 13
2360 31 65
2361 45 100
2362 70 31
2363 68 49
2364 94 59
2365 58 23
2366 97 90
2367 26 81
2368 15 35
2369 63 55
2370 12 2
2371 3 61
2372 44 3
2373 7 23
2374 62 12
2375 36 54
2376 59 51
2377 36 29
2378 97 19
2379 2 59
2380 73 22
2381 30 95
2382 96 17
2383 62 35
2384 49 32
2385 52 93
2386 67 78
2387 56 83
2388 23 88
2389 45 79
2390 9 86
2391 8 93
2392 96 8
2393 28 30
2394 27 6
2395 83 98
2396 68 90
2397 49 48
2398 1 41
2399 30 77
2400 15 96
2401 12 10
2402 88 83
2403 92 53
2404 47 24
2405 83 63
2406 77 39
2407 37 27
2408 16 30
2409 57 81
2410 29 86
2411 98 80
2412 25 61
2413 18 67
2414 80 27
2415 33 47
2416 12 32
2417 76 22
2418 65 79
2419 3 98
2420 7 4
2421 98 45
2422 71 41
2423 87 68
2424 99 58
2425 64 6
2426 3 59
2427 4 80
2428 44 87
2429 96 22
2430 61 59
2431 25 1
2432 88 14
2433 84 55
2434 9 94
2435 48 53
2436 18 82
2437 17 26
2438 97 90
2439 94 5
2440 19 65
2441 77 62
2442 44 8
2443 99 85
2444 85 26
2445 44 4
2446 85 7
2447 48 79
2448 77 9
2449 42 56
2450 60 46
2451 34 60
2452 57 49
2453 9 12
2454 51 41
2455 53 10
2456 36 14
2457 80 25
2458 1 71
2459 23 91
2460 91 40
2461 13 34
2462 24 40
2463 79 27
2464 34 2
2465 20 79
2466 13 71
2467 14 10
2468 84 24
2469 19 52
2470 88 23
2471 89 62
2472 56 92
2473 52 68
2474 44 83
2475 70 23
2476 12 85
2477 80 84
2478 38 77
2479 10 96
2480 16 1
2481 10 91
2482 70 84
2483 35 12
2484 10 68
2485 62 42
2486 67 32
2487 6 89
2488 97 94
2489 16 12
2490 93 32
2491 74 6
2492 27 16
2493 87 56
2494 53 26
2495 14 81
2496 37 69
2497 21 10
2498 84 29
2499 92 85
2500 44 70
2501 88 47
2502 38 61
2503 24 20
2504 64 12
2505 99 53
2506 62 79
2507 95 69
2508 12 54
2509 75 5
2510 28 35
2511 31 38
2512 88 12
2513 39 65
2514 31 46
2515 99 92
2516 74 23
2517 37 15
2518 100 59
2519 28 58
2520 73 3
2521 79 69
2522 1 60
2523 64 92
2524 17 47
2525 48 72
2526 17 58
2527 66 78
2528 73 18
2529 11 71
2530 70 94
2531 47 76
2532 23 50
2533 42 12
2534 4 63
2535 78 43
2536 71 45
2537 13 40
2538 28 68
2539 39 3
2540 63 74
2541 79 81
2542 81 63
2543 77 66
2544 16 12
2545 67 21
2546 98 82
2547 15 49
2548 87 82
2549 59 93
2550 24 13
2551 51 28
2552 79 81
2553 68 15
2554 57 90
2555 81 9
2556 39 17
2557 8 99
2558 4 34
2559 79 100
2560 74 19
2561 29 72
2562 4 53
2563 28 52
2564 44 72
2565 51 9
2566 54 13
2567 15 95
2568 74 48
2569 48 90
2570 35 55
2571 5 9
2572 76 52
2573 97 8
2574 84 63
2575 6 34
2576 81 88
2577 16 40
2578 14 36
2579 24 91
2580 19 69
2581 70 38
2582 3 88
2583 96 83
2584 84 94
2585 23 87
2586 37 89
2587 4 38
2588 27 54
2589 22 60
2590 88 73
2591 11 93
2592 78 58
2593 59 74
2594 57 68
2595 68 9
2596 38 32
2597 47 29
2598 87 61
2599 66 80
2600 87 92
2601 59 63
2602 4 56
2603 84 20
2604 6 3
2605 90 48
2606 62 20
2607 20 45
2608 1 65
2609 100 49
2610 19 19
2611 92 15
2612 50 36
2613 53 96
2614 61 6
2615 70 27
2616 94 99
2617 26 77
2618 15 57
2619 38 29
2620 78 80
2621 30 25
2622 56 67
2623 75 12
2624 64 56
2625 41 100
2626 78 40
2627 33 44
2628 71 80
2629 57 71
2630 19 51
2631 49 75
2632 91 78
2633 37 55
2634 50 2
2635 82 48
2636 44 99
2637 86 55
2638 84 31
2639 53 97
2640 21 12
2641 80 28
2642 88 12
2643 4 39
2644 81 54
2645 91 23
2646 35 8
2647 80 67
2648 42 2
2649 31 64
2650 70 64
2651 43 15
2652 12 85
2653 15 43
2654 21 90
2655 65 50
2656 28 62
2657 62 24
2658 53 85
2659 88 42
2660 63 92
2661 60 35
2662 100 26
2663 86 16
2664 78 51
2665 40 15
2666 88 14
2667 35 65
2668 86 8
2669 77 80
2670 63 11
2671 29 30
2672 25 19
2673 84 20
2674 91 2
2675 64 33
2676 98 72
2677 72 77
2678 5 58
2679 37 7
2680 74 37
2681 91 26
2682 17 17
2683 72 35
2684 11 76
2685 40 11
2686 86 70
2687 89 87
2688 39 45
2689 51 94
2690 40 8
2691 29 57
2692 54 82
2693 12 5
2694 52 20
2695 95 48
2696 45 1
2697 90 59
2698 49 14
2699 77 87
2700 31 7
2701 7 34
2702 95 24
2703 47 13
2704 65 21
2705 89 15
2706 55 17
2707 72 75
2708 33 87
2709 91 100
2710 71 43
2711 33 26
2712 3 3
2713 88 14
2714 15 38
2715 20 32
2716 75 79
2717 95 52
2718 6 45
2719 74 75
2720 55 6
2721 15 81
2722 1 84
2723 29 96
2724 63 66
2725 36 12
2726 99 28
2727 41 70
2728 77 54
2729 44 45
2730 45 36
2731 25 50
2732 68 8
2733 76 48
2734 41 43
2735 18 87
2736 17 35
2737 12 82
2738 91 73
2739 60 69
2740 13 57
2741 40 79
2742 46 35
2743 17 20
2744 40 86
2745 99 50
2746 80 5
2747 63 88
2748 20 31
2749 53 17
2750 23 70
2751 40 100
2752 3 98
2753 13 62
2754 12 50
2755 69 54
2756 84 31
2757 72 91
2758 64 27
2759 99 52
2760 29 16
2761 13 20
2762 29 11
2763 57 53
2764 22 23
2765 14 93
2766 29 68
2767 76 72
2768 53 20
2769 16 43
2770 33 97
2771 61 27
2772 82 75
2773 38 49
2774 26 12
2775 40 5
2776 66 83
2777 19 21
2778 54 74
2779 59 61
2780 84 43
2781 46 43
2782 15 77
2783 12 5
2784 27 22
2785 90 19
2786 24 73
2787 19 82
2788 1 48
2789 62 81
2790 83 63
2791 37 60
2792 84 81
2793 4 55
2794 38 19
2795 92 97
2796 40 57
2797 50 60
2798 57 83
2799 92 15
2800 28 1
2801 32 22
2802 97 5
2803 8 48
2804 89 35
2805 71 17
2806 33 90
2807 7 73
2808 57 15
2809 57 75
2810 77 85
2811 86 54
2812 47 34
2813 88 89
2814 11 38
2815 97 64
2816 26 28
2817 64 90
2818 30 12
2819 2 38
2820 79 31
2821 18 69
2822 77 93
2823 10 34
2824 52 62
2825 91 41
2826 69 96
2827 81 96
2828 15 10
2829 14 28
2830 99 22
2831 20 82
2832 57 19
2833 71 72
2834 16 90
2835 45 15
2836 35 60
2837 46 37
2838 25 29
2839 60 24
2840 91 33
2841 96 8
2842 47 14
2843 59 81
2844 52 80
2845 42 30
2846 86 28
2847 95 73
2848 60 3
2849 67 62
2850 22 39
2851 39 47
2852 22 13
2853 66 14
2854 33 49
2855 12 20
2856 20 94
2857 19 15
2858 73 40
2859 79 29
2860 2 84
2861 77 18
2862 100 67
2863 77 62
2864 30 16
2865 86 56
2866 13 38
2867 87 100
2868 85 66
2869 68 93
2870 97 60
2871 56 92
2872 31 63
2873 16 1
2874 45 83
2875 61 98
2876 76 13
2877 76 18
2878 82 45
2879 85 73
2880 78 93
2881 78 80
2882 70 76
2883 44 34
2884 40 64
2885 8 49
2886 55 46
2887 44 7
2888 68 90
2889 10 2
2890 59 5
2891 5 2
2892 44 1
2893 75 52
2894 44 31
2895 9 87
2896 65 66
2897 15 44
2898 71 12
2899 95 48
2900 39 16
2901 21 82
2902 12 30
2903 58 44
2904 63 11
2905 35 58
2906 74 28
2907 88 22
2908 39 91
2909 7 9
2910 2 9
2911 17 37
2912 43 72
2913 31 91
2914 38 61
2915 49 50
2916 16 95
2917 1 10
2918 57 20
2919 38 2
2920 43 19
2921 81 8
2922 48 100
2923 71 10
2924 7 91
2925 62 32
2926 45 67
2927 4 59
2928 42 56
2929 50 16
2930 77 96
2931 44 21
2932 60 26
2933 84 21
2934 30 58
2935 56 9
2936 26 47
2937 42 30
2938 18 49
2939 46 60
2940 80 47
2941 84 81
2942 99 54
2943 83 68
2944 22 8
2945 52 13
2946 52 51
2947 88 32
2948 6 62
2949 39 53
2950 19 15
2951 1 49
2952 25 22
2953 88 55
2954 61 49
2955 46 78
2956 10 99
2957 5 7
2958 35 64
2959 50 6
2960 21 27
2961 13 10
2962 65 86
2963 16 7
2964 71 29
2965 91 14
2966 1 47
2967 70 43
2968 26 61
2969 50 84
2970 96 5
2971 69 72
2972 84 36
2973 24 3
2974 96 20
2975 41 19
2976 8 90
2977 96 40
2978 27 74
2979 43 40
2980 9 95
2981 86 73
2982 93 65
2983 43 9
2984 49 23
2985 38 99
2986 13 23
2987 79 23
2988 84 99
2989 88 73
2990 99 82
2991 35 28
2992 49 18
2993 59 66
2994 14 66
2995 80 96
2996 39 59
2997 31 83
2998 59 73
2999 88 86
3000 86 87
3001 64 92
3002 82 76
3003 18 26
3004 28 29
3005 18 68
3006 56 82
3007 96 22
3008 68 71
3009 41 35
3010 53 9
3011 62 53
3012 97 27
3013 48 91
3014 70 69
3015 34 16
3016 27 90
3017 41 40
3018 78 48
3019 17 45
3020 53 77
3021 39 59
3022 92 6
3023 54 93
3024 82 24
3025 63 79
3026 22 87
3027 72 24
3028 37 63
3029 86 10
3030 40 40
3031 99 58
3032 11 32
3033 76 68
3034 45 16
3035 36 76
3036 19 55
3037 21 57
3038 95 16
3039 65 33
3040 86 25
3041 16 21
3042 33 92
3043 55 21
3044 54 85
3045 68 31
3046 31 9
3047 80 57
3048 82 96
3049 25 2
3050 61 11
3051 36 18
3052 49 40
3053 9 77
3054 44 100
3055 43 90
3056 67 12
3057 74 65
3058 50 7
3059 1 88
3060 87 15
3061 47 12
3062 6 80
3063 98 42
3064 76 51
3065 84 32
3066 8 41
3067 66 77
3068 84 98
3069 28 40
3070 13 35
3071 65 70
3072 21 87
3073 10 60
3074 65 74
3075 13 67
3076 67 97
3077 67 7
3078 94 56
3079 88 73
3080 85 99
3081 16 13
3082 87 91
3083 56 98
3084 50 50
3085 36 11
3086 19 5
3087 63 20
3088 96 27
3089 72 43
3090 68 26
3091 26 49
3092 52 45
3093 29 3
3094 90 7
3095 51 81
3096 26 10
3097 73 100
3098 96 81
3099 51 16
3100 35 79
3101 17 82
3102 60 31
3103 47 74
3104 100 61
3105 86 37
3106 5 33
3107 65 4
3108 66 65
3109 89 70
3110 57 1
3111 68 46
3112 89 22
3113 88 41
3114 38 99
3115 1 39
3116 40 3
3117 95 61
3118 84 55
3119 55 99
3120 20 84
3121 5 54
3122 16 83
3123 46 23
3124 57 91
3125 33 17
3126 73 32
3127 96 93
3128 74 38
3129 37 57
3130 13 38
3131 22 46
3132 83 9
3133 73 98
3134 58 32
3135 45 34
3136 50 18
3137 43 80
3138 7 76
3139 40 8
3140 8 67
3141 96 52
3142 57 88
3143 3 2
3144 87 18
3145 69 63
3146 33 59
3147 5 35
3148 93 29
3149 1 92
3150 51 64
3151 14 45
3152 74 91
3153 3 25
3154 85 77
3155 43 75
3156 95 79
3157 64 16
3158 29 95
3159 13 76
3160 50 46
3161 66 66
3162 37 58
3163 57 89
3164 50 19
3165 41 59
3166 4 89
3167 31 86
3168 31 96
3169 86 44
3170 64 73
3171 44 15
3172 50 37
3173 87 45
3174 14 10
3175 32 79
3176 97 32
3177 54 77
3178 50 17
3179 55 76
3180 17 32
3181 61 5
3182 60 73
3183 5 38
3184 26 21
3185 41 1
3186 60 57
3187 26 56
3188 31 91
3189 92 41
3190 40 22
3191 33 78
3192 72 46
3193 50 97
3194 74 38
3195 2 43
3196 74 46
3197 91 81
3198 92 29
3199 35 71
3200 66 91
3201 72 35
3202 78 25
3203 16 6
3204 62 45
3205 17 88
3206 59 53
3207 9 72
3208 68 5
3209 69 36
3210 65 20
3211 85 22
3212 36 85
3213 32 2
3214 86 100
3215 92 68
3216 62 77
3217 46 95
3218 91 40
3219 42 73
3220 41 16
3221 92 65
3222 94 39
3223 41 78
3224 94 67
3225 22 47
3226 87 96
3227 63 85
3228 79 27
3229 86 77
3230 33 2
3231 45 51
3232 62 90
3233 63 100
3234 37 43
3235 7 72
3236 25 78
3237 84 73
3238 21 30
3239 29 58
3240 7 76
3241 100 9
3242 96 50
3243 11 6
3244 74 10
3245 30 29
3246 23 54
3247 85 76
3248 56 32
3249 1 17
3250 79 72
3251 63 1
3252 25 79
3253 27 30
3254 21 22
3255 50 23
3256 94 77
3257 74 47
3258 16 34
3259 16 45
3260 29 3
3261 20 86
3262 41 86
3263 4 75
3264 94 77
3265 97 95
3266 92 5
3267 14 18
3268 92 23
3269 73 68
3270 42 12
3271 6 58
3272 5 19
3273 48 90
3274 29 62
3275 24 100
3276 83 53
3277 93 41
3278 14 71
3279 9 53
3280 5 91
3281 31 51
3282 45 22
3283 73 57
3284 70 79
3285 61 18
3286 55 84
3287 59 62
3288 99 96
3289 77 55
3290 39 57
3291 26 45
3292 2 74
3293 86 15
3294 73 33
3295 17 26
3296 22 92
3297 67 16
3298 66 10
3299 23 18
3300 73 10
3301 63 60
3302 60 75
3303 45 45
3304 65 69
3305 63 83
3306 93 50
3307 92 28
3308 20 49
3309 83 23
3310 31 62
3311 77 76
3312 58 8
3313 80 49
3314 37 69
3315 22 89
3316 49 45
3317 72 6
3318 12 52
3319 35 9
3320 4 4
3321 35 39
3322 15 62
3323 20 76
3324 57 97
3325 62 69
3326 82 13
3327 32 80
3328 80 82
3329 73 6
3330 39 66
3331 21 23
3332 33 84
3333 18 59
3334 29 73
3335 44 7
3336 7 13
3337 13 77
3338 34 24
3339 94 20
3340 51 42
3341 5 48
3342 55 69
3343 2 4
3344 59 19
3345 40 94
3346 47 76
3347 73 10
3348 34 92
3349 25 46
3350 40 99
3351 94 5
3352 13 24
3353 66 54
3354 77 69
3355 31 80
3356 40 5
3357 100 61
3358 62 36
3359 7 37
3360 57 10
3361 84 38
3362 40 72
3363 44 99
3364 9 9
3365 36 39
3366 79 30
3367 12 19
3368 64 65
3369 11 25
3370 45 4
3371 87 32
3372 11 30
3373 51 47
3374 33 27
3375 60 15
3376 95 100
3377 55 51
3378 69 44
3379 6 16
3380 56 71
3381 55 45
3382 55 10
3383 48 52
3384 37 18
3385 70 22
3386 41 69
3387 81 76
3388 39 82
3389 90 45
3390 50 40
3391 36 23
3392 99 91
3393 95 36
3394 54 53
3395 26 42
3396 88 48
3397 98 28
3398 81 77
3399 41 46
3400 54 22
3401 25 27
3402 60 81
3403 70 59
3404 12 42
3405 72 26
3406 58 3
3407 57 2
3408 15 45
3409 18 63
3410 42 50
3411 39 43
3412 75 100
3413 73 16
3414 21 26
3415 9 91
3416 79 48
3417 78 56
3418 2 22
3419 35 38
3420 38 80
3421 45 16
3422 51 60
3423 35 41
3424 73 60
3425 48 76
3426 50 15
3427 23 58
3428 90 52
3429 10 96
3430 96 63
3431 30 31
3432 76 87
3433 3 59
3434 7 8
3435 24 21
3436 54 8
3437 57 87
3438 19 83
3439 56 2
3440 59 64
3441 1 55
3442 16 79
3443 95 64
3444 82 24
3445 53 56
3446 77 49
3447 36 71
3448 43 46
3449 9 31
3450 46 61
3451 91 47
3452 37 65
3453 30 99
3454 39 79
3455 85 98
3456 40 90
3457 63 23
3458 9 83
3459 54 86
3460 39 99
3461 52 15
3462 6 80
3463 77 75
3464 14 23
3465 89 8
3466 31 58
3467 63 78
3468 76 54
3469 37 46
3470 48 52
3471 82 43
3472 93 17
3473 39 87
3474 62 75
3475 97 1
3476 78 25
3477 84 71
3478 91 42
3479 54 40
3480 11 26
3481 28 24
3482 74 44
3483 100 18
3484 43 27
3485 30 2
3486 57 43
3487 31 59
3488 29 59
3489 17 81
3490 13 16
3491 53 31
3492 90 20
3493 83 82
3494 25 48
3495 75 21
3496 53 16
3497 94 52
3498 70 81
3499 26 62
3500 5 10
3501 6 72
3502 20 74
3503 59 28
3504 63 92
3505 60 41
3506 48 24
3507 13 9
3508 42 96
3509 63 63
3510 4 42
3511 62 64
3512 48 82
3513 21 36
3514 75 47
3515 12 6
3516 56 17
3517 92 26
3518 61 34
3519 30 93
3520 62 10
3521 63 15
3522 78 72
3523 96 24
3524 4 55
3525 5 64
3526 13 34
3527 71 25
3528 8 14
3529 56 98
3530 8 13
3531 40 89
3532 72 29
3533 77 45
3534 65 81
3535 4 98
3536 38 90
3537 11 65
3538 31 15
3539 39 67
3540 31 29
3541 69 81
3542 4 53
3543 87 33
3544 62 44
3545 2 78
3546 28 88
3547 40 22
3548 52 70
3549 59 59
3550 23 19
3551 3 76
3552 97 50
3553 41 33
3554 34 43
3555 57 63
3556 3 43
3557 92 57
3558 23 20
3559 35 95
3560 5 77
3561 76 52
3562 55 81
3563 47 70
3564 67 77
3565 98 77
3566 58 95
3567 85 83
3568 14 18
3569 13 43
3570 26 38
3571 59 100
3572 24 14
3573 50 66
3574 98 61
3575 56 81
3576 18 96
3577 20 64
3578 88 36
3579 29 80
3580 84 54
3581 81 76
3582 8 28
3583 48 31
3584 51 47
3585 53 64
3586 30 38
3587 50 49
3588 70 57
3589 13 10
3590 3 90
3591 59 25
3592 40 22
3593 5 75
3594 37 43
3595 46 49
3596 91 67
3597 34 90
3598 34 73
3599 86 63
3600 41 89
3601 11 58
3602 26 62
3603 88 71
3604 94 80
3605 88 32
3606 5 84
3607 21 56
3608 24 92
3609 57 18
3610 52 96
3611 72 82
3612 97 50
3613 15 68
3614 44 87
3615 25 90
3616 87 56
3617 35 10
3618 18 15
3619 13 4
3620 94 37
3621 90 62
3622 22 89
3623 95 13
3624 99 93
3625 99 84
3626 92 54
3627 37 86
3628 64 59
3629 36 52
3630 22 72
3631 33 74
3632 29 96
3633 26 86
3634 65 36
3635 49 38
3636 3 95
3637 100 83
3638 50 22
3639 26 5
3640 82 7
3641 27 96
3642 31 4
3643 97 82
3644 50 3
3645 14 67
3646 24 90
3647 21 76
3648 97 5
3649 29 6
3650 23 53
3651 72 76
3652 61 91
3653 39 28
3654 89 25
3655 43 2
3656 73 90
3657 6 57
3658 80 44
3659 99 100
3660 93 62
3661 4 12
3662 36 67
3663 52 92
3664 34 98
3665 64 40
3666 68 84
3667 32 13
3668 62 90
3669 32 73
3670 58 29
3671 34 26
3672 8 96
3673 30 21
3674 90 22
3675 100 81
3676 86 17
3677 63 99
3678 50 55
3679 99 96
3680 31 90
3681 53 93
3682 91 100
3683 54 12
3684 62 18
3685 90 63
3686 54 3
3687 35 58
3688 58 32
3689 84 46
3690 4 100
3691 72 80
3692 75 70
3693 56 12
3694 77 48
3695 39 84
3696 20 82
3697 20 48
3698 39 97
3699 53 66
3700 56 48
3701 90 57
3702 15 40
3703 8 88
3704 37 54
3705 45 23
3706 13 73
3707 99 69
3708 32 26
3709 36 63
3710 19 47
3711 69 38
3712 52 71
3713 82 74
3714 93 60
3715 78 37
3716 60 85
3717 3 89
3718 62 92
3719 18 100
3720 37 45
3721 89 50
3722 56 57
3723 62 42
3724 85 47
3725 90 96
3726 88 42
3727 39 27
3728 59 16
3729 69 43
3730 25 54
3731 68 22
3732 71 89
3733 81 43
3734 15 40
3735 6 25
3736 7 4
3737 34 84
3738 45 72
3739 19 62
3740 42 27
3741 38 78
3742 76 19
3743 60 61
3744 25 33
3745 9 53
3746 54 10
3747 52 54
3748 36 82
3749 42 29
3750 69 87
3751 55 75
3752 22 24
3753 51 88
3754 3 73
3755 74 11
3756 45 87
3757 45 32
3758 13 15
3759 83 34
3760 22 18
3761 100 81
3762 48 23
3763 76 35
3764 77 1
3765 42 97
3766 31 98
3767 21 84
3768 85 8
3769 80 96
3770 52 26
3771 12 63
3772 67 7
3773 92 8
3774 72 23
3775 26 99
3776 93 9
3777 87 11
3778 96 47
3779 80 11
3780 97 86
3781 80 93
3782 28 5
3783 65 42
3784 38 29
3785 23 76
3786 45 41
3787 98 5
3788 49 25
3789 31 62
3790 27 40
3791 64 43
3792 80 37
3793 8 37
3794 4 94
3795 28 63
3796 35 45
3797 22 20
3798 71 1
3799 92 37
3800 70 45
3801 39 89
3802 63 54
3803 9 42
3804 55 39
3805 48 67
3806 21 13
3807 52 71
3808 92 32
3809 97 29
3810 14 36
3811 58 11
3812 5 98
3813 36 51
3814 3 82
3815 100 96
3816 57 33
3817 38 59
3818 24 74
3819 86 11
3820 15 84
3821 75 68
3822 11 55
3823 16 5
3824 12 81
3825 40 79
3826 72 46
3827 47 66
3828 69 43
3829 80 98
3830 92 69
3831 48 55
3832 96 49
3833 46 85
3834 49 20
3835 23 84
3836 46 38
3837 26 47
3838 62 71
3839 12 86
3840 96 39
3841 42 71
3842 39 40
3843 79 84
3844 4 80
3845 66 43
3846 93 35
3847 78 53
3848 18 65
3849 45 97
3850 97 43
3851 1 55
3852 64 92
3853 32 61
3854 44 32
3855 55 71
3856 13 14
3857 95 25
3858 24 29
3859 16 51
3860 5 21
3861 22 23
3862 93 23
3863 35 87
3864 72 34
3865 96 95
3866 3 41
3867 6 100
3868 6 3
3869 82 5
3870 78 68
3871 74 24
3872 28 84
3873 26 67
3874 49 68
3875 15 78
3876 75 50
3877 9 30
3878 17 91
3879 64 68
3880 99 64
3881 44 66
3882 64 77
3883 50 87
3884 66 22
3885 49 56
3886 75 71
3887 46 27
3888 4 15
3889 75 5
3890 42 85
3891 65 64
3892 94 22
3893 94 69
3894 84 31
3895 34 85
3896 4 12
3897 56 93
3898 10 45
3899 8 68
3900 67 79
3901 35 96
3902 65 26
3903 15 47
3904 51 30
3905 32 67
3906 2 92
3907 25 65
3908 60 66
3909 96 28
3910 84 13
3911 62 54
3912 83 16
3913 71 61
3914 31 56
3915 5 62
3916 72 28
3917 99 94
3918 39 49
3919 38 61
3920 43 30
3921 15 92
3922 82 19
3923 53 76
3924 52 48
3925 18 68
3926 8 73
3927 89 43
3928 86 4
3929 80 17
3930 76 29
3931 55 65
3932 51 2
3933 46 77
3934 31 46
3935 32 1
3936 41 62
3937 100 84
3938 34 12
3939 41 43
3940 15 23
3941 10 43
3942 68 76
3943 19 4
3944 71 70
3945 61 63
3946 11 85
3947 74 49
3948 29 89
3949 74 83
3950 13 50
3951 45 75
3952 67 1
3953 31 81
3954 6 22
3955 92 50
3956 34 4
3957 78 25
3958 96 37
3959 15 33
3960 83 52
3961 49 34
3962 6 87
3963 61 94
3964 43 15
3965 23 51
3966 87 54
3967 97 61
3968 57 62
3969 33 79
3970 68 32
3971 26 16
3972 70 26
3973 98 9
3974 95 69
3975 63 26
3976 43 34
3977 74 31
3978 93 91
3979 84 94
3980 100 81
3981 96 10
3982 21 70
3983 30 19
3984 85 52
3985 30 66
3986 87 78
3987 34 39
3988 23 48
3989 39 32
3990 43 6
3991 30 88
3992 73 15
3993 9 45
3994 52 45
3995 29 4
3996 76 20
3997 24 75
3998 61 15
3999 16 48
4000 11 12
4001 28 1
4002 75 13
4003 71 23
4004 82 33
4005 94 23
4006 10 94
4007 88 99
4008 82 14
4009 70 80
4010 34 34
4011 16 46
4012 93 49
4013 15 38
4014 40 100
4015 38 85
4016 54 2
4017 86 99
4018 12 8
4019 14 86
4020 61 73
4021 35 26
4022 25 4
4023 92 7
4024 8 31
4025 41 78
4026 11 47
4027 18 4
4028 26 4
4029 81 62
4030 21 20
4031 40 13
4032 22 28
4033 97 68
4034 14 33
4035 44 18
4036 92 3
4037 28 38
4038 78 27
4039 91 78
4040 42 100
4041 30 67
4042 63 5
4043 20 57
4044 10 8
4045 40 67
4046 48 91
4047 65 21
4048 80 64
4049 100 30
4050 58 43
4051 39 26
4052 42 89
4053 78 57
4054 59 87
4055 80 14
4056 55 14
4057 53 61
4058 66 50
4059 90 64
4060 27 70
4061 30 28
4062 66 41
4063 13 69
4064 59 44
4065 48 98
4066 97 53
4067 57 21
4068 18 100
4069 93 5
4070 77 61
4071 24 75
4072 85 37
4073 43 10
4074 13 91
4075 54 6
4076 100 23
4077 38 14
4078 44 67
4079 28 20
4080 61 42
4081 48 13
4082 80 53
4083 39 9
4084 79 39
4085 83 45
4086 29 40
4087 75 1
4088 2 73
4089 58 97
4090 2 24
4091 19 37
4092 92 79
4093 86 97
4094 19 59
4095 32 95
4096 66 13
4097 50 34
4098 51 35
4099 70 48
4100 63 48
4101 62 92
4102 76 89
4103 72 29
4104 80 26
4105 77 83
4106 78 84
4107 8 67
4108 57 91
4109 98 36
4110 46 2
4111 30 78
4112 39 95
4113 27 9
4114 37 31
4115 38 28
4116 92 23
4117 93 97
4118 76 6
4119 67 80
4120 78 55
4121 62 89
4122 82 96
4123 90 98
4124 12 15
4125 81 17
4126 46 72
4127 15 82
4128 17 2
4129 10 19
4130 92 82
4131 30 28
4132 39 64
4133 69 67
4134 100 49
4135 36 65
4136 84 69
4137 75 32
4138 96 59
4139 90 79
4140 12 33
